"platform","length"
"PacBio CLR",13968
"PacBio CLR",3802
"PacBio CLR",5037
"PacBio CLR",14235
"PacBio CLR",3349
"PacBio CLR",3322
"PacBio CLR",16160
"PacBio CLR",18224
"PacBio CLR",2718
"PacBio CLR",11534
"PacBio CLR",19584
"PacBio CLR",18381
"PacBio CLR",2718
"PacBio CLR",10399
"PacBio CLR",6527
"PacBio CLR",5101
"PacBio CLR",5071
"PacBio CLR",4794
"PacBio CLR",7842
"PacBio CLR",9607
"PacBio CLR",5721
"PacBio CLR",11919
"PacBio CLR",7807
"PacBio CLR",5580
"PacBio CLR",9385
"PacBio CLR",4173
"PacBio CLR",12594
"PacBio CLR",7762
"PacBio CLR",5734
"PacBio CLR",11863
"PacBio CLR",4041
"PacBio CLR",5734
"PacBio CLR",10315
"PacBio CLR",6353
"PacBio CLR",3988
"PacBio CLR",15195
"PacBio CLR",27869
"PacBio CLR",8805
"PacBio CLR",21239
"PacBio CLR",11708
"PacBio CLR",6379
"PacBio CLR",5955
"PacBio CLR",10449
"PacBio CLR",4106
"PacBio CLR",10382
"PacBio CLR",3966
"PacBio CLR",31990
"PacBio CLR",8823
"PacBio CLR",5545
"PacBio CLR",6077
"PacBio CLR",10963
"PacBio CLR",8166
"PacBio CLR",9688
"PacBio CLR",7003
"PacBio CLR",7071
"PacBio CLR",17718
"PacBio CLR",8619
"PacBio CLR",11152
"PacBio CLR",3617
"PacBio CLR",11523
"PacBio CLR",4257
"PacBio CLR",6640
"PacBio CLR",8950
"PacBio CLR",6296
"PacBio CLR",15947
"PacBio CLR",5459
"PacBio CLR",10332
"PacBio CLR",7249
"PacBio CLR",18237
"PacBio CLR",13338
"PacBio CLR",7899
"PacBio CLR",3829
"PacBio CLR",6440
"PacBio CLR",3906
"PacBio CLR",7792
"PacBio CLR",24073
"PacBio CLR",6733
"PacBio CLR",12654
"PacBio CLR",13079
"PacBio CLR",11500
"PacBio CLR",3367
"PacBio CLR",11738
"PacBio CLR",10289
"PacBio CLR",7765
"PacBio CLR",4547
"PacBio CLR",13655
"PacBio CLR",4602
"PacBio CLR",9639
"PacBio CLR",4285
"PacBio CLR",6552
"PacBio CLR",1993
"PacBio CLR",5608
"PacBio CLR",19592
"PacBio CLR",15611
"PacBio CLR",5724
"PacBio CLR",34473
"PacBio CLR",4131
"PacBio CLR",10284
"PacBio CLR",11668
"PacBio CLR",3218
"PacBio CLR",12054
"PacBio CLR",17434
"PacBio CLR",19466
"PacBio CLR",30268
"PacBio CLR",6532
"PacBio CLR",12686
"PacBio CLR",12500
"PacBio CLR",13667
"PacBio CLR",4754
"PacBio CLR",28846
"PacBio CLR",7754
"PacBio CLR",3400
"PacBio CLR",7534
"PacBio CLR",11606
"PacBio CLR",4068
"PacBio CLR",27893
"PacBio CLR",4782
"PacBio CLR",979
"PacBio CLR",7914
"Nanopore R10.4",18910
"Nanopore R10.4",23867
"Nanopore R10.4",11666
"Nanopore R10.4",17376
"Nanopore R10.4",4171
"Nanopore R10.4",22863
"Nanopore R10.4",19260
"Nanopore R10.4",26065
"Nanopore R10.4",23301
"Nanopore R10.4",15278
"Nanopore R10.4",7917
"Nanopore R10.4",16365
"Nanopore R10.4",11376
"Nanopore R10.4",32121
"Nanopore R10.4",40570
"Nanopore R10.4",19656
"Nanopore R10.4",7843
"Nanopore R10.4",20666
"Nanopore R10.4",14674
"Nanopore R10.4",17281
"Nanopore R10.4",10496
"Nanopore R10.4",1757
"Nanopore R10.4",18983
"Nanopore R10.4",15175
"Nanopore R10.4",7612
"Nanopore R10.4",18069
"Nanopore R10.4",23432
"Nanopore R10.4",6171
"Nanopore R10.4",4198
"Nanopore R10.4",14154
"Nanopore R10.4",8068
"Nanopore R10.4",9211
"Nanopore R10.4",6348
"Nanopore R10.4",12928
"Nanopore R10.4",4655
"Nanopore R10.4",46469
"Nanopore R10.4",7313
"Nanopore R10.4",7052
"Nanopore R10.4",5624
"Nanopore R10.4",5520
"Nanopore R10.4",2751
"Nanopore R10.4",16049
"Nanopore R10.4",31279
"Nanopore R10.4",10851
"Nanopore R10.4",4932
"Nanopore R10.4",21902
"Nanopore R10.4",26283
"Nanopore R10.4",22247
"Nanopore R10.4",31841
"Nanopore R10.4",4393
"Nanopore R10.4",6751
"Nanopore R10.4",33273
"Nanopore R10.4",11504
"Nanopore R10.4",9031
"Nanopore R10.4",12871
"Nanopore R10.4",52349
"Nanopore R10.4",2095
"Nanopore R10.4",15731
"Nanopore R10.4",10435
"Nanopore R10.4",9051
"Nanopore R10.4",20944
"Nanopore R10.4",21024
"Nanopore R10.4",25929
"Nanopore R10.4",9095
"Nanopore R10.4",53953
"Nanopore R10.4",72904
"Nanopore R10.4",7464
"Nanopore R10.4",15894
"Nanopore R10.4",7052
"Nanopore R10.4",10804
"Nanopore R10.4",8086
"Nanopore R10.4",45777
"Nanopore R10.4",9674
"Nanopore R10.4",14829
"Nanopore R10.4",7043
"Nanopore R10.4",8465
"Nanopore R10.4",9929
"Nanopore R10.4",4814
"Nanopore R10.4",9523
"Nanopore R10.4",23620
"Nanopore R10.4",9044
"Nanopore R10.4",4258
"Nanopore R10.4",10891
"Nanopore R10.4",7394
"Nanopore R10.4",5243
"Nanopore R10.4",9552
"Nanopore R10.4",7096
"Nanopore R10.4",10882
"Nanopore R10.4",13267
"Nanopore R10.4",18905
"Nanopore R10.4",32141
"Nanopore R10.4",9976
"Nanopore R10.4",53459
"Nanopore R10.4",9183
"Nanopore R10.4",4694
"Nanopore R10.4",6389
"Nanopore R10.4",21860
"Nanopore R10.4",14477
"Nanopore R10.4",18240
"Nanopore R10.4",26583
"Nanopore R10.4",7838
"Nanopore R10.4",35555
"Nanopore R10.4",22768
"Nanopore R10.4",11010
"Nanopore R10.4",9032
"Nanopore R10.4",10704
"Nanopore R10.4",6801
"Nanopore R10.4",7031
"Nanopore R10.4",34383
"Nanopore R10.4",12120
"Nanopore R10.4",19542
"Nanopore R10.4",29680
"Nanopore R10.4",28037
"Nanopore R10.4",11442
"Nanopore R10.4",4888
"Nanopore R10.4",18349
"Nanopore R10.4",5559
"Nanopore R10.4",16621
"Nanopore R10.4",2843
"Nanopore R10.4",42383
"Nanopore R10.4",30224
"Nanopore R10.4",33999
"Nanopore R10.4",35976
"Nanopore R10.4",4210
"Nanopore R10.4",5783
"Nanopore R10.4",16995
"Nanopore R10.4",10413
"Nanopore R10.4",8187
"Nanopore R10.4",13576
"Nanopore R10.4",23945
"Nanopore R10.4",11952
"Nanopore R10.4",9056
"Nanopore R10.4",9119
"Nanopore R10.4",29260
"Nanopore R10.4",6754
"Nanopore R10.4",9063
"Nanopore R10.4",11434
"Nanopore R10.4",1407
"Nanopore R10.4",20439
"Nanopore R10.4",20395
"Nanopore R10.4",17922
"Nanopore R10.4",4761
"Nanopore R10.4",12508
"Nanopore R10.4",6211
"Nanopore R10.4",9051
"Nanopore R10.4",10147
"Nanopore R10.4",7050
"Nanopore R10.4",1696
"Nanopore R10.4",22385
"Nanopore R10.4",11037
"Nanopore R10.4",2826
"Nanopore R10.4",9017
"Nanopore R10.4",19707
"Nanopore R10.4",26673
"Nanopore R10.4",11753
"Nanopore R10.4",28884
"Nanopore R10.4",3883
"Nanopore R10.4",113084
"Nanopore R10.4",7057
"Nanopore R10.4",6258
"Nanopore R10.4",20368
"Nanopore R10.4",14186
"Nanopore R10.4",54814
"Nanopore R10.4",9693
"Nanopore R10.4",11044
"Nanopore R10.4",33949
"Nanopore R10.4",64209
"Nanopore R10.4",36447
"Nanopore R10.4",11309
"Nanopore R10.4",119448
"Nanopore R10.4",7837
"Nanopore R10.4",18685
"Nanopore R10.4",2029
"Nanopore R10.4",19552
"Nanopore R10.4",33440
"Nanopore R10.4",35639
"Nanopore R10.4",9331
"Nanopore R10.4",28654
"Nanopore R10.4",47202
"Nanopore R10.4",2871
"Nanopore R10.4",37680
"Nanopore R10.4",14895
"Nanopore R10.4",10945
"Nanopore R10.4",26247
"Nanopore R10.4",10379
"Nanopore R10.4",14258
"Nanopore R10.4",5793
"Nanopore R10.4",19930
"Nanopore R10.4",14604
"Nanopore R10.4",6190
"Nanopore R10.4",43263
"Nanopore R10.4",15502
"Nanopore R10.4",9214
"Nanopore R10.4",28033
"Nanopore R10.4",1166
"Nanopore R10.4",28930
"Nanopore R10.4",20424
"Nanopore R10.4",19107
"Nanopore R10.4",9266
"Nanopore R10.4",2883
"Nanopore R10.4",5373
"Nanopore R10.4",11810
"Nanopore R10.4",14730
"Nanopore R10.4",7847
"Nanopore R10.4",9133
"Nanopore R10.4",15073
"Nanopore R10.4",9408
"Nanopore R10.4",17325
"Nanopore R10.4",5361
"Nanopore R10.4",9720
"Nanopore R10.4",12908
"Nanopore R10.4",11087
"Nanopore R10.4",4432
"Nanopore R10.4",2355
"Nanopore R10.4",23352
"Nanopore R10.4",27037
"Nanopore R10.4",4058
"Nanopore R10.4",14978
"Nanopore R10.4",7654
"Nanopore R10.4",8184
"Nanopore R10.4",19988
"Nanopore R10.4",23503
"Nanopore R10.4",16441
"Nanopore R10.4",15676
"Nanopore R10.4",38192
"Nanopore R10.4",14066
"Nanopore R10.4",21243
"Nanopore R10.4",5047
"Nanopore R10.4",11002
"Nanopore R10.4",17100
"Nanopore R10.4",5577
"Nanopore R10.4",12989
"Nanopore R10.4",7739
"Nanopore R10.4",14435
"Nanopore R10.4",10410
"Nanopore R10.4",7401
"Nanopore R10.4",2054
"Nanopore R10.4",23464
"Nanopore R10.4",13543
"Nanopore R10.4",12953
"Nanopore R10.4",14239
"Nanopore R10.4",4168
"Nanopore R10.4",17300
"Nanopore R10.4",10326
"Nanopore R10.4",14028
"Nanopore R10.4",4199
"Nanopore R10.4",14093
"Nanopore R10.4",5844
"Nanopore R10.4",6904
"Nanopore R10.4",3583
"Nanopore R10.4",7058
"Nanopore R10.4",10249
"Nanopore R10.4",14933
"Nanopore R10.4",8805
"Nanopore R10.4",10726
"Nanopore R10.4",8612
"Nanopore R10.4",11507
"Nanopore R10.4",5703
"Nanopore R10.4",21811
"Nanopore R10.4",5586
"Nanopore R10.4",5006
"Nanopore R10.4",4763
"Nanopore R10.4",14584
"Nanopore R10.4",30328
"Nanopore R10.4",52217
"Nanopore R10.4",5480
"Nanopore R10.4",24139
"Nanopore R10.4",9916
"Nanopore R10.4",46492
"Nanopore R10.4",23492
"Nanopore R10.4",43506
"Nanopore R10.4",7121
"Nanopore R10.4",13419
"Nanopore R10.4",9842
"Nanopore R10.4",13932
"Nanopore R10.4",16452
"Nanopore R10.4",10167
"Nanopore R10.4",6603
"Nanopore R10.4",10147
"Nanopore R10.4",8694
"Nanopore R10.4",6842
"Nanopore R10.4",30658
"Nanopore R10.4",22909
"Nanopore R10.4",12472
"Nanopore R10.4",13001
"Nanopore R10.4",28766
"Nanopore R10.4",12053
"Nanopore R10.4",28709
"Nanopore R10.4",12340
"Nanopore R10.4",145040
"Nanopore R10.4",5532
"Nanopore R10.4",29398
"Nanopore R10.4",39452
"Nanopore R10.4",107549
"Nanopore R10.4",25755
"Nanopore R10.4",30598
"Nanopore R10.4",5218
"Nanopore R10.4",28593
"Nanopore R10.4",12280
"Nanopore R10.4",12408
"Nanopore R10.4",8700
"Nanopore R10.4",11547
"Nanopore R10.4",11832
"Nanopore R10.4",14673
"Nanopore R10.4",9681
"Nanopore R10.4",30127
"Nanopore R10.4",6029
"Nanopore R10.4",11439
"Nanopore R10.4",7704
"Nanopore R10.4",11089
"Nanopore R10.4",13528
"Nanopore R10.4",80415
"Nanopore R10.4",46265
"Nanopore R10.4",16853
"Nanopore R10.4",9772
"Nanopore R10.4",16799
"Nanopore R10.4",6358
"Nanopore R10.4",46854
"Nanopore R10.4",5081
"Nanopore R10.4",8330
"Nanopore R10.4",3304
"Nanopore R10.4",8411
"Nanopore R10.4",16849
"Nanopore R10.4",5562
"Nanopore R10.4",7388
"Nanopore R10.4",24647
"Nanopore R10.4",12086
"Nanopore R10.4",14154
"Nanopore R10.4",5286
"Nanopore R10.4",7952
"Nanopore R10.4",17051
"Nanopore R10.4",10588
"Nanopore R10.4",3363
"Nanopore R10.4",6140
"Nanopore R10.4",8873
"Nanopore R10.4",4570
"Nanopore R10.4",2705
"Nanopore R10.4",10538
"Nanopore R10.4",13092
"Nanopore R10.4",20544
"Nanopore R10.4",12445
"Nanopore R10.4",8765
"Nanopore R10.4",16263
"Nanopore R10.4",15465
"Nanopore R10.4",44438
"Nanopore R10.4",12237
"Nanopore R10.4",6752
"Nanopore R10.4",15213
"Nanopore R10.4",6517
"Nanopore R10.4",5306
"Nanopore R10.4",18076
"Nanopore R10.4",26422
"Nanopore R10.4",55466
"Nanopore R10.4",6188
"Nanopore R10.4",6350
"Nanopore R10.4",3888
"Nanopore R10.4",12957
"Nanopore R10.4",4662
"Nanopore R10.4",13451
"Nanopore R10.4",14374
"Nanopore R10.4",5989
"Nanopore R10.4",8132
"Nanopore R10.4",31767
"Nanopore R10.4",18557
"Nanopore R10.4",11095
"Nanopore R10.4",20208
"Nanopore R10.4",20484
"Nanopore R10.4",4781
"Nanopore R10.4",15771
"Nanopore R10.4",9285
"Nanopore R10.4",7324
"Nanopore R10.4",8120
"Nanopore R10.4",8157
"Nanopore R10.4",10643
"Nanopore R10.4",7378
"Nanopore R10.4",27385
"Nanopore R10.4",13918
"Nanopore R10.4",13484
"Nanopore R10.4",14387
"Nanopore R10.4",1396
"Nanopore R10.4",14485
"Nanopore R10.4",26858
"Nanopore R10.4",11512
"Nanopore R10.4",3841
"Nanopore R10.4",8079
"Nanopore R10.4",13932
"Nanopore R10.4",4538
"Nanopore R10.4",8421
"Nanopore R10.4",26863
"Nanopore R10.4",5054
"Nanopore R10.4",5580
"Nanopore R10.4",7332
"Nanopore R10.4",4369
"Nanopore R10.4",17482
"Nanopore R10.4",9190
"Nanopore R10.4",18014
"Nanopore R10.4",5674
"Nanopore R10.4",40231
"Nanopore R10.4",10053
"Nanopore R10.4",17138
"Nanopore R10.4",14609
"Nanopore R10.4",12626
"Nanopore R10.4",13024
"Nanopore R10.4",21706
"Nanopore R10.4",26544
"Nanopore R10.4",5680
"Nanopore R10.4",9782
"Nanopore R10.4",46675
"Nanopore R10.4",15269
"Nanopore R10.4",9173
"Nanopore R10.4",5466
"Nanopore R10.4",15329
"Nanopore R10.4",27696
"Nanopore R10.4",7637
"Nanopore R10.4",10015
"Nanopore R10.4",17404
"Nanopore R10.4",15705
"Nanopore R10.4",22825
"Nanopore R10.4",32038
"Nanopore R10.4",10881
"Nanopore R10.4",7895
"Nanopore R10.4",7106
"Nanopore R10.4",31868
"Nanopore R10.4",13761
"Nanopore R10.4",23567
"Nanopore R10.4",16421
"Nanopore R10.4",9370
"Nanopore R10.4",10066
"Nanopore R10.4",3618
"Nanopore R10.4",12534
"Nanopore R10.4",8026
"Nanopore R10.4",10114
"Nanopore R10.4",12435
"Nanopore R10.4",6846
"Nanopore R10.4",8915
"Nanopore R10.4",23782
"Nanopore R10.4",21693
"Nanopore R10.4",24693
"Nanopore R10.4",18108
"Nanopore R10.4",22544
"Nanopore R10.4",18077
"Nanopore R10.4",11612
"Nanopore R10.4",36607
"Nanopore R10.4",17151
"Nanopore R10.4",25470
"Nanopore R10.4",13661
"Nanopore R10.4",25344
"Nanopore R10.4",32197
"Nanopore R10.4",17390
"Nanopore R10.4",2808
"Nanopore R10.4",12290
"Nanopore R10.4",7578
"Nanopore R10.4",14683
"Nanopore R10.4",15826
"Nanopore R10.4",7666
"Nanopore R10.4",20397
"Nanopore R10.4",8007
"Nanopore R10.4",5522
"Nanopore R10.4",8271
"Nanopore R10.4",17231
"Nanopore R10.4",1461
"Nanopore R10.4",20860
"Nanopore R10.4",10221
"Nanopore R10.4",4761
"Nanopore R10.4",4089
"Nanopore R10.4",4585
"Nanopore R10.4",8162
"Nanopore R10.4",39658
"Nanopore R10.4",10980
"Nanopore R10.4",10590
"Nanopore R10.4",24408
"Nanopore R10.4",19694
"Nanopore R10.4",12391
"Nanopore R10.4",5221
"Nanopore R10.4",18645
"Nanopore R10.4",7118
"Nanopore R10.4",65218
"Nanopore R10.4",13728
"Nanopore R10.4",12176
"Nanopore R10.4",13442
"Nanopore R10.4",15141
"Nanopore R10.4",14824
"Nanopore R10.4",4689
"Nanopore R10.4",14874
"Nanopore R10.4",8140
"Nanopore R10.4",4687
"Nanopore R10.4",25655
"Nanopore R10.4",10665
"Nanopore R10.4",9676
"Nanopore R10.4",50760
"Nanopore R10.4",3341
"Nanopore R10.4",12435
"Nanopore R10.4",31226
"Nanopore R10.4",16380
"Nanopore R10.4",18895
"Nanopore R10.4",27809
"Nanopore R10.4",18667
"Nanopore R10.4",9080
"Nanopore R10.4",15300
"Nanopore R10.4",3445
"Nanopore R10.4",3566
"Nanopore R10.4",19145
"Nanopore R10.4",4173
"Nanopore R10.4",23794
"Nanopore R10.4",21611
"Nanopore R10.4",4591
"Nanopore R10.4",14385
"Nanopore R10.4",4267
"Nanopore R10.4",8128
"Nanopore R10.4",44529
"Nanopore R10.4",9690
"Nanopore R10.4",62299
"Nanopore R10.4",19230
"Nanopore R10.4",5583
"Nanopore R10.4",3851
"Nanopore R10.4",12751
"Nanopore R10.4",5044
"Nanopore R10.4",38201
"Nanopore R10.4",8564
"Nanopore R10.4",10041
"Nanopore R10.4",12563
"Nanopore R10.4",22826
"Nanopore R10.4",22230
"Nanopore R10.4",15331
"Nanopore R10.4",12053
"Nanopore R10.4",8286
"Nanopore R10.4",12593
"Nanopore R10.4",20679
"Nanopore R10.4",15275
"Nanopore R10.4",4324
"Nanopore R10.4",5692
"Nanopore R10.4",4770
"Nanopore R10.4",18772
"Nanopore R10.4",23091
"Nanopore R10.4",4580
"Nanopore R10.4",14272
"Nanopore R10.4",22582
"Nanopore R10.4",10505
"Nanopore R10.4",14783
"Nanopore R10.4",14320
"Nanopore R10.4",116914
"Nanopore R10.4",8074
"Nanopore R10.4",15337
"Nanopore R10.4",19863
"Nanopore R10.4",17843
"Nanopore R10.4",22264
"Nanopore R10.4",16344
"Nanopore R10.4",19037
"Nanopore R10.4",21818
"Nanopore R10.4",5850
"Nanopore R10.4",7226
"Nanopore R10.4",22609
"Nanopore R10.4",19842
"Nanopore R10.4",9118
"Nanopore R10.4",9587
"Nanopore R10.4",6126
"Nanopore R10.4",19884
"Nanopore R10.4",10907
"Nanopore R10.4",26534
"Nanopore R10.4",6346
"Nanopore R10.4",8010
"Nanopore R10.4",8251
"Nanopore R10.4",38338
"Nanopore R10.4",9107
"Nanopore R10.4",11605
"Nanopore R10.4",9885
"Nanopore R10.4",11157
"Nanopore R10.4",11568
"Nanopore R10.4",8543
"Nanopore R10.4",9041
"Nanopore R10.4",15588
"Nanopore R10.4",9271
"Nanopore R10.4",11253
"Nanopore R10.4",15132
"Nanopore R10.4",11095
"Nanopore R10.4",4877
"Nanopore R10.4",18860
"Nanopore R10.4",17351
"Nanopore R10.4",15448
"Nanopore R10.4",9409
"Nanopore R10.4",7131
"Nanopore R10.4",5805
"Nanopore R10.4",23994
"Nanopore R10.4",18791
"Nanopore R10.4",6441
"Nanopore R10.4",12373
"Nanopore R10.4",9837
"Nanopore R10.4",7631
"Nanopore R10.4",8607
"Nanopore R10.4",17512
"Nanopore R10.4",3324
"Nanopore R10.4",9993
"Nanopore R10.4",13668
"Nanopore R10.4",28991
"Nanopore R10.4",31312
"Nanopore R10.4",16740
"Nanopore R10.4",31278
"Nanopore R10.4",7483
"Nanopore R10.4",4025
"Nanopore R10.4",23030
"Nanopore R10.4",6618
"Nanopore R10.4",21107
"Nanopore R10.4",17120
"Nanopore R10.4",12384
"Nanopore R10.4",6290
"Nanopore R10.4",7533
"Nanopore R10.4",21345
"Nanopore R10.4",7626
"Nanopore R10.4",6172
"Nanopore R10.4",41649
"Nanopore R10.4",10439
"Nanopore R10.4",14502
"Nanopore R10.4",5914
"Nanopore R10.4",32253
"Nanopore R10.4",16360
"Nanopore R10.4",6991
"Nanopore R10.4",7338
"Nanopore R10.4",5148
"Nanopore R10.4",27380
"Nanopore R10.4",11469
"Nanopore R10.4",15478
"Nanopore R10.4",26809
"Nanopore R10.4",19352
"Nanopore R10.4",13649
"Nanopore R10.4",15486
"Nanopore R10.4",13972
"Nanopore R10.4",7281
"Nanopore R10.4",8807
"Nanopore R10.4",11755
"Nanopore R10.4",8854
"Nanopore R10.4",17890
"Nanopore R10.4",9996
"Nanopore R10.4",7945
"Nanopore R10.4",6644
"Nanopore R10.4",7607
"Nanopore R10.4",7448
"Nanopore R10.4",14420
"Nanopore R10.4",4789
"Nanopore R10.4",15963
"Nanopore R10.4",34449
"Nanopore R10.4",3169
"Nanopore R10.4",10930
"Nanopore R10.4",17795
"Nanopore R10.4",8336
"Nanopore R10.4",15160
"Nanopore R10.4",10287
"Nanopore R10.4",25127
"Nanopore R10.4",6427
"Nanopore R10.4",5612
"Nanopore R10.4",18585
"Nanopore R10.4",16990
"Nanopore R10.4",7271
"Nanopore R10.4",5226
"Nanopore R10.4",20825
"Nanopore R10.4",15003
"Nanopore R10.4",4698
"Nanopore R10.4",51725
"Nanopore R10.4",12859
"Nanopore R10.4",11739
"Nanopore R10.4",13674
"Nanopore R10.4",21396
"Nanopore R10.4",5857
"Nanopore R10.4",11878
"Nanopore R10.4",4595
"Nanopore R10.4",7047
"Nanopore R10.4",6621
"Nanopore R10.4",6609
"Nanopore R10.4",12249
"Nanopore R10.4",33044
"Nanopore R10.4",3634
"Nanopore R10.4",10344
"Nanopore R10.4",45349
"Nanopore R10.4",16075
"Nanopore R10.4",52793
"Nanopore R10.4",24338
"Nanopore R10.4",6880
"Nanopore R10.4",12754
"Nanopore R10.4",6724
"Nanopore R10.4",5744
"Nanopore R10.4",20804
"Nanopore R10.4",26863
"Nanopore R10.4",4611
"Nanopore R10.4",2558
"Nanopore R10.4",2162
"Nanopore R10.4",10237
"Nanopore R10.4",11736
"Nanopore R10.4",13658
"Nanopore R10.4",12561
"Nanopore R10.4",9692
"Nanopore R10.4",22497
"Nanopore R10.4",9560
"Nanopore R10.4",11446
"Nanopore R10.4",12028
"Nanopore R10.4",18403
"Nanopore R10.4",22277
"Nanopore R10.4",7156
"Nanopore R10.4",11081
"Nanopore R10.4",15521
"Nanopore R10.4",10170
"Nanopore R10.4",10702
"Nanopore R10.4",10082
"Nanopore R10.4",9105
"Nanopore R10.4",7827
"Nanopore R10.4",5548
"Nanopore R10.4",5000
"Nanopore R10.4",6452
"Nanopore R10.4",6372
"Nanopore R10.4",12396
"Nanopore R10.4",14937
"Nanopore R10.4",11988
"Nanopore R10.4",36957
"Nanopore R10.4",11632
"Nanopore R10.4",21895
"Nanopore R10.4",47604
"Nanopore R10.4",21003
"Nanopore R10.4",7846
"Nanopore R10.4",17225
"Nanopore R10.4",9066
"Nanopore R10.4",17647
"Nanopore R10.4",4926
"Nanopore R10.4",11886
"Nanopore R10.4",13440
"Nanopore R10.4",12213
"Nanopore R10.4",12316
"Nanopore R10.4",10121
"Nanopore R10.4",23084
"Nanopore R10.4",20000
"Nanopore R10.4",18176
"Nanopore R10.4",19348
"Nanopore R10.4",24083
"Nanopore R10.4",13526
"Nanopore R10.4",13155
"Nanopore R10.4",8000
"Nanopore R10.4",35495
"Nanopore R10.4",48686
"Nanopore R10.4",26142
"Nanopore R10.4",12827
"Nanopore R10.4",11931
"Nanopore R10.4",17436
"Nanopore R10.4",13224
"Nanopore R10.4",14365
"Nanopore R10.4",20421
"Nanopore R10.4",23783
"Nanopore R10.4",21390
"Nanopore R10.4",5438
"Nanopore R10.4",18821
"Nanopore R10.4",2875
"Nanopore R10.4",11172
"Nanopore R10.4",2381
"Nanopore R10.4",18121
"Nanopore R10.4",13103
"Nanopore R10.4",27851
"Nanopore R10.4",2277
"Nanopore R10.4",12756
"Nanopore R10.4",16521
"Nanopore R10.4",5415
"Nanopore R10.4",12137
"Nanopore R10.4",5793
"Nanopore R10.4",22141
"Nanopore R10.4",26282
"Nanopore R10.4",15406
"Nanopore R10.4",15729
"Nanopore R10.4",13258
"Nanopore R10.4",10307
"Nanopore R10.4",6773
"Nanopore R10.4",17641
"Nanopore R10.4",7104
"Nanopore R10.4",6455
"Nanopore R10.4",14534
"Nanopore R10.4",6402
"Nanopore R10.4",10106
"Nanopore R10.4",87777
"Nanopore R10.4",15508
"Nanopore R10.4",2258
"Nanopore R10.4",5370
"Nanopore R10.4",4312
"Nanopore R10.4",16956
"Nanopore R10.4",16568
"Nanopore R10.4",5137
"Nanopore R10.4",15315
"Nanopore R10.4",4305
"Nanopore R10.4",10657
"Nanopore R10.4",25705
"Nanopore R10.4",22489
"Nanopore R10.4",6893
"Nanopore R10.4",64076
"Nanopore R10.4",9799
"Nanopore R10.4",15470
"Nanopore R10.4",11863
"Nanopore R10.4",17474
"Nanopore R10.4",16653
"Nanopore R10.4",6187
"Nanopore R10.4",12794
"Nanopore R10.4",37965
"Nanopore R10.4",12315
"Nanopore R10.4",19785
"Nanopore R10.4",13731
"Nanopore R10.4",12268
"Nanopore R10.4",2530
"Nanopore R10.4",13042
"Nanopore R10.4",5854
"Nanopore R10.4",13962
"Nanopore R10.4",12928
"Nanopore R10.4",12584
"Nanopore R10.4",16772
"Nanopore R10.4",6884
"Nanopore R10.4",11183
"Nanopore R10.4",15576
"Nanopore R10.4",12704
"Nanopore R10.4",26251
"Nanopore R10.4",8331
"Nanopore R10.4",12302
"Nanopore R10.4",7887
"Nanopore R10.4",4272
"Nanopore R10.4",7255
"Nanopore R10.4",2355
"Nanopore R10.4",5954
"Nanopore R10.4",20187
"Nanopore R10.4",4078
"Nanopore R10.4",6361
"Nanopore R10.4",13862
"Nanopore R10.4",5981
"Nanopore R10.4",13143
"Nanopore R10.4",9321
"Nanopore R10.4",5759
"Nanopore R10.4",9631
"Nanopore R10.4",27844
"Nanopore R10.4",12698
"Nanopore R10.4",26373
"Nanopore R10.4",9397
"Nanopore R10.4",19963
"Nanopore R10.4",34420
"Nanopore R10.4",18907
"Nanopore R10.4",21918
"Nanopore R10.4",13434
"Nanopore R10.4",27883
"Nanopore R10.4",6508
"Nanopore R10.4",15435
"Nanopore R10.4",15577
"Nanopore R10.4",9776
"Nanopore R10.4",10105
"Nanopore R10.4",16603
"Nanopore R10.4",19834
"Nanopore R10.4",5240
"Nanopore R10.4",15361
"Nanopore R10.4",9801
"Nanopore R10.4",38718
"Nanopore R10.4",41619
"Nanopore R10.4",8357
"Nanopore R10.4",30133
"Nanopore R10.4",15294
"Nanopore R10.4",57707
"Nanopore R10.4",10187
"Nanopore R10.4",8548
"Nanopore R10.4",18394
"Nanopore R10.4",7156
"Nanopore R10.4",11845
"Nanopore R10.4",9237
"Nanopore R10.4",27284
"Nanopore R10.4",7843
"Nanopore R10.4",11419
"Nanopore R10.4",11244
"Nanopore R10.4",18849
"Nanopore R10.4",15051
"Nanopore R10.4",24595
"Nanopore R10.4",17712
"Nanopore R10.4",6731
"Nanopore R10.4",52585
"Nanopore R10.4",22925
"Nanopore R10.4",3091
"Nanopore R10.4",6945
"Nanopore R10.4",29147
"Nanopore R10.4",4961
"Nanopore R10.4",19367
"Nanopore R10.4",2755
"Nanopore R10.4",15017
"Nanopore R10.4",35833
"Nanopore R10.4",7652
"Nanopore R10.4",32858
"Nanopore R10.4",11967
"Nanopore R10.4",5438
"Nanopore R10.4",19951
"Nanopore R10.4",10146
"Nanopore R10.4",25729
"Nanopore R10.4",9831
"Nanopore R10.4",3241
"Nanopore R10.4",10825
"Nanopore R10.4",14425
"Nanopore R10.4",7961
"Nanopore R10.4",14001
"Nanopore R10.4",7092
"Nanopore R10.4",21912
"Nanopore R10.4",3789
"Nanopore R10.4",4907
"Nanopore R10.4",5941
"Nanopore R10.4",2596
"Nanopore R10.4",12856
